2.16912524	0.60454689	0.60454689
2.17016079	0.61351093	0.61351093
2.17116414	0.62250915	0.62250915
2.17213485	0.63154021	0.63154021
2.17307248	0.64060275	0.64060275
2.17397659	0.64969539	0.64969539
2.17484676	0.65881677	0.65881677
2.17568256	0.66796551	0.66796551
2.17648356	0.67714023	0.67714023
2.17724934	0.68633955	0.68633955
2.17797950	0.69556207	0.69556207
2.17867363	0.70480640	0.70480640
2.17933132	0.71407115	0.71407115
2.17995217	0.72335492	0.72335492
2.18053580	0.73265629	0.73265629
2.18108180	0.74197387	0.74197387
2.18158981	0.75130625	0.75130625
2.18205944	0.76065201	0.76065201
2.18249031	0.77000975	0.77000975
2.18288206	0.77937804	0.77937804
2.18323432	0.78875546	0.78875546
2.18354675	0.79814061	0.79814061
2.18381897	0.80753206	0.80753206
2.18405065	0.81692840	0.81692840
2.18424145	0.82632819	0.82632819
2.18439103	0.83573002	0.83573002
2.18449905	0.84513247	0.84513247
2.18456519	0.85453412	0.85453412
2.18458914	0.86393354	0.86393354
2.18457057	0.87332932	0.87332932
2.18450918	0.88272004	0.88272004
2.18440467	0.89210428	0.89210428
2.18425673	0.90148063	0.90148063
2.18406508	0.91084767	0.91084767
2.18382944	0.92020398	0.92020398
2.18354951	0.92954817	0.92954817
2.18322503	0.93887881	0.93887881
2.18285573	0.94819452	0.94819452
2.18244134	0.95749388	0.95749388
2.18198162	0.96677550	0.96677550
2.18147631	0.97603798	0.97603798
2.18092516	0.98527993	0.98527993
2.18032795	0.99449997	0.99449997
2.17968443	1.00369672	1.00369672
2.17899438	1.01286879	1.01286879
2.17825759	1.02201481	1.02201481
2.17747384	1.03113342	1.03113342
2.17664292	1.04022326	1.04022326
2.17576464	1.04928296	1.04928296
2.17483879	1.05831118	1.05831118
2.17386519	1.06730656	1.06730656
2.17284367	1.07626779	1.07626779
2.17177404	1.08519351	1.08519351
2.17065614	1.09408240	1.09408240
2.16948980	1.10293316	1.10293316
2.16827487	1.11174446	1.11174446
2.16701120	1.12051501	1.12051501
2.16569865	1.12924350	1.12924350
2.16433708	1.13792866	1.13792866
2.16292636	1.14656919	1.14656919
2.16146638	1.15516384	1.15516384
2.15995700	1.16371134	1.16371134
2.15839814	1.17221043	1.17221043
2.15678967	1.18065988	1.18065988
2.15513151	1.18905844	1.18905844
2.15342356	1.19740489	1.19740489
2.15166575	1.20569803	1.20569803
2.14985800	1.21393663	1.21393663
2.14800023	1.22211951	1.22211951
2.14609239	1.23024549	1.23024549
2.14413442	1.23831339	1.23831339
2.14212627	1.24632204	1.24632204
2.14006789	1.25427030	1.25427030
2.13795926	1.26215702	1.26215702
2.13580035	1.26998108	1.26998108
2.13359112	1.27774136	1.27774136
2.13133158	1.28543675	1.28543675
2.12902170	1.29306616	1.29306616
2.12666149	1.30062852	1.30062852
2.12425095	1.30812274	1.30812274
2.12179009	1.31554778	1.31554778
2.11927894	1.32290260	1.32290260
2.11671751	1.33018616	1.33018616
2.11410585	1.33739744	1.33739744
2.11144399	1.34453545	1.34453545
2.10873197	1.35159920	1.35159920
2.10596986	1.35858770	1.35858770
2.10315770	1.36550000	1.36550000
2.10029557	1.37233515	1.37233515
2.09738354	1.37909222	1.37909222
2.09442169	1.38577028	1.38577028
2.09141010	1.39236844	1.39236844
2.08834887	1.39888580	1.39888580
2.08523811	1.40532149	1.40532149
2.08207791	1.41167464	1.41167464
2.07886839	1.41794442	1.41794442
2.07560967	1.42413000	1.42413000
2.07230189	1.43023055	1.43023055
2.06894516	1.43624529	1.43624529
2.06553964	1.44217343	1.44217343
2.06208547	1.44801420	1.44801420
2.05858281	1.45376686	1.45376686
2.05503182	1.45943066	1.45943066
2.05143265	1.46500490	1.46500490
2.04778550	1.47048886	1.47048886
2.04409053	1.47588187	1.47588187
2.04034794	1.48118325	1.48118325
2.03655791	1.48639235	1.48639235
2.03272066	1.49150854	1.49150854
2.02883638	1.49653119	1.49653119
2.02490528	1.50145972	1.50145972
2.02092760	1.50629352	1.50629352
2.01690355	1.51103204	1.51103204
2.01283337	1.51567473	1.51567473
2.00871729	1.52022104	1.52022104
2.00455556	1.52467048	1.52467048
2.00034844	1.52902253	1.52902253
1.99609617	1.53327673	1.53327673
1.99179903	1.53743260	1.53743260
1.98745728	1.54148970	1.54148970
1.98307120	1.54544761	1.54544761
1.97864108	1.54930592	1.54930592
1.97416720	1.55306423	1.55306423
1.96964985	1.55672217	1.55672217
1.96508934	1.56027938	1.56027938
1.96048597	1.56373554	1.56373554
1.95584006	1.56709031	1.56709031
1.95115192	1.57034341	1.57034341
1.94642189	1.57349454	1.57349454
1.94165029	1.57654344	1.57654344
1.93683745	1.57948986	1.57948986
1.93198372	1.58233358	1.58233358
1.92708945	1.58507438	1.58507438
1.92215499	1.58771208	1.58771208
1.91718071	1.59024650	1.59024650
1.91216695	1.59267748	1.59267748
1.90711411	1.59500489	1.59500489
1.90202254	1.59722861	1.59722861
1.89689264	1.59934853	1.59934853
1.89172479	1.60136458	1.60136458
1.88651938	1.60327669	1.60327669
1.88127682	1.60508482	1.60508482
1.87599749	1.60678894	1.60678894
1.87068182	1.60838904	1.60838904
1.86533022	1.60988512	1.60988512
1.85994310	1.61127722	1.61127722
1.85452089	1.61256537	1.61256537
1.84906401	1.61374966	1.61374966
1.84357291	1.61483014	1.61483014
1.83804801	1.61580693	1.61580693
1.83248977	1.61668014	1.61668014
1.82689863	1.61744990	1.61744990
1.82127505	1.61811638	1.61811638
1.81561948	1.61867973	1.61867973
1.80993238	1.61914016	1.61914016
1.80421423	1.61949785	1.61949785
1.79846549	1.61975305	1.61975305
1.79268664	1.61990598	1.61990598
1.78687817	1.61995691	1.61995691
1.78104055	1.61990612	1.61990612
1.77517428	1.61975390	1.61975390
1.76927985	1.61950055	1.61950055
1.76335775	1.61914641	1.61914641
1.75740850	1.61869182	1.61869182
1.75143259	1.61813715	1.61813715
1.74543054	1.61748276	1.61748276
1.73940287	1.61672907	1.61672907
1.73335008	1.61587647	1.61587647
1.72727270	1.61492540	1.61492540
1.72117125	1.61387631	1.61387631
1.71504628	1.61272964	1.61272964
1.70889830	1.61148590	1.61148590
1.70272786	1.61014555	1.61014555
1.69653549	1.60870912	1.60870912
1.69032174	1.60717713	1.60717713
1.68408715	1.60555013	1.60555013
1.67783229	1.60382866	1.60382866
1.67155769	1.60201330	1.60201330
1.66526391	1.60010464	1.60010464
1.65895152	1.59810328	1.59810328
1.65262108	1.59600984	1.59600984
1.64627315	1.59382495	1.59382495
1.63990830	1.59154926	1.59154926
1.63352711	1.58918342	1.58918342
1.62713014	1.58672813	1.58672813
1.62071797	1.58418405	1.58418405
1.61429119	1.58155191	1.58155191
1.60785037	1.57883242	1.57883242
1.60139610	1.57602630	1.57602630
1.59492897	1.57313432	1.57313432
1.58844956	1.57015722	1.57015722
1.58195847	1.56709577	1.56709577
1.57545628	1.56395077	1.56395077
1.56894360	1.56072302	1.56072302
1.56242102	1.55741331	1.55741331
1.55588914	1.55402249	1.55402249
1.54934857	1.55055137	1.55055137
1.54279990	1.54700082	1.54700082
1.53624374	1.54337168	1.54337168
1.52968070	1.53966484	1.53966484
1.52311138	1.53588118	1.53588118
1.51653639	1.53202159	1.53202159
1.50995635	1.52808697	1.52808697
1.50337187	1.52407825	1.52407825
1.49678356	1.51999635	1.51999635
1.49019204	1.51584222	1.51584222
1.48359791	1.51161679	1.51161679
1.47700181	1.50732103	1.50732103
